Review,Actual,Predicted,Probability
0,Negative,Positive,0.7765892
0,Negative,Positive,0.5462873
1,Positive,Negative,0.01058316
0,Negative,Positive,0.9852725
0,Negative,Positive,0.8504334
1,Positive,Negative,0.18673502
1,Positive,Negative,0.00021686059
1,Positive,Negative,0.0042030304
1,Positive,Negative,0.17020513
1,Positive,Negative,0.15933064
0,Negative,Positive,0.9937112
1,Positive,Negative,0.0013360679
1,Positive,Negative,0.0043996214
1,Positive,Negative,0.054960024
1,Positive,Negative,0.00653851
1,Positive,Negative,0.27795514
1,Positive,Negative,0.022416221
1,Positive,Negative,0.0040951497
0,Negative,Positive,0.9967514
1,Positive,Negative,0.32839972
1,Positive,Negative,0.4662557
0,Negative,Positive,0.9547389
0,Negative,Positive,0.99444306
1,Positive,Negative,0.00022775603
1,Positive,Negative,0.46705616
0,Negative,Positive,0.96929663
1,Positive,Negative,0.0096708145
1,Positive,Negative,0.21107686
0,Negative,Positive,0.99202144
1,Positive,Negative,0.002236545
0,Negative,Positive,0.9960966
1,Positive,Negative,0.0101959985
1,Positive,Negative,0.0048205536
1,Positive,Negative,0.028030956
1,Positive,Negative,0.13458231
1,Positive,Negative,0.1585392
1,Positive,Negative,0.00929393
0,Negative,Positive,0.9938474
1,Positive,Negative,0.010198958
0,Negative,Positive,0.9893424
0,Negative,Positive,0.79815173
1,Positive,Negative,0.30442873
1,Positive,Negative,0.06510868
1,Positive,Negative,0.0031023775
1,Positive,Negative,0.020299612
1,Positive,Negative,0.41538486
1,Positive,Negative,0.37754264
0,Negative,Positive,0.99482477
1,Positive,Negative,0.0036752722
0,Negative,Positive,0.9926738
0,Negative,Positive,0.9942916
1,Positive,Negative,0.0035203693
1,Positive,Negative,0.03673296
0,Negative,Positive,0.8487754
0,Negative,Positive,0.9892081
1,Positive,Negative,0.14259103
1,Positive,Negative,0.1385101
0,Negative,Positive,0.94006485
1,Positive,Negative,0.0019194075
1,Positive,Negative,0.24057356
1,Positive,Negative,0.00481707
0,Negative,Positive,0.9854179
1,Positive,Negative,0.06279756
1,Positive,Negative,0.2646666
1,Positive,Negative,0.0031851693
0,Negative,Positive,0.99628526
1,Positive,Negative,0.0035542645
1,Positive,Negative,0.23465875
0,Negative,Positive,0.98607963
1,Positive,Negative,0.009547401
1,Positive,Negative,0.021447562
1,Positive,Negative,0.025121769
0,Negative,Positive,0.9823848
1,Positive,Negative,0.0033165084
0,Negative,Positive,0.99706393
0,Negative,Positive,0.99706686
1,Positive,Negative,0.16968818
1,Positive,Negative,0.23174407
1,Positive,Negative,0.0047668675
0,Negative,Positive,0.97826666
1,Positive,Negative,0.014153251
1,Positive,Negative,0.0003190578
0,Negative,Positive,0.9970212
1,Positive,Negative,0.02103491
1,Positive,Negative,0.35426867
0,Negative,Positive,0.9356872
1,Positive,Negative,0.0041116513
0,Negative,Positive,0.99308676
1,Positive,Negative,0.47298473
1,Positive,Negative,0.014892787
1,Positive,Negative,0.03292115
0,Negative,Positive,0.9904811
0,Negative,Positive,0.98126197
0,Negative,Positive,0.9939507
1,Positive,Negative,0.001301072
1,Positive,Negative,0.04573014
1,Positive,Negative,0.0030742746
0,Negative,Positive,0.99568295
0,Negative,Positive,0.96803707
1,Positive,Negative,0.055430643
0,Negative,Positive,0.67457753
1,Positive,Negative,0.00782369
0,Negative,Positive,0.9140949
1,Positive,Negative,0.03288271
1,Positive,Negative,0.0054491605
0,Negative,Positive,0.995227
0,Negative,Positive,0.9436839
1,Positive,Negative,0.22687982
1,Positive,Negative,0.1113316
1,Positive,Negative,0.009543845
0,Negative,Positive,0.9987816
1,Positive,Negative,0.016204378
0,Negative,Positive,0.9952043
1,Positive,Negative,0.0031457427
1,Positive,Negative,0.20825166
0,Negative,Positive,0.9030563
0,Negative,Positive,0.96103054
1,Positive,Negative,0.008116404
0,Negative,Positive,0.9589102
0,Negative,Positive,0.96367943
1,Positive,Negative,0.09798759
1,Positive,Negative,0.013818328
0,Negative,Positive,0.65039134
0,Negative,Positive,0.5689572
0,Negative,Positive,0.99673164
1,Positive,Negative,0.22304368
0,Negative,Positive,0.9938919
1,Positive,Negative,0.39621213
1,Positive,Negative,0.00021174455
0,Negative,Positive,0.9330791
1,Positive,Negative,0.0032643708
1,Positive,Negative,0.22707498
1,Positive,Negative,0.0060848054
1,Positive,Negative,0.0036035294
1,Positive,Negative,0.003767312
1,Positive,Negative,0.09327721
1,Positive,Negative,0.002920526
0,Negative,Positive,0.546672
0,Negative,Positive,0.9969955
1,Positive,Negative,0.0045353905
1,Positive,Negative,0.021379441
1,Positive,Negative,0.0060445173
1,Positive,Negative,0.00044611358
0,Negative,Positive,0.60741776
0,Negative,Positive,0.51192695
0,Negative,Positive,0.99985313
0,Negative,Positive,0.9444019
1,Positive,Negative,0.0031541917
1,Positive,Negative,0.010245921
1,Positive,Negative,0.021808399
1,Positive,Negative,0.0109455455
0,Negative,Positive,0.5333243
0,Negative,Positive,0.9957355
1,Positive,Negative,0.27443412
1,Positive,Negative,0.0031169192
1,Positive,Negative,0.00354961
1,Positive,Negative,0.003111628
1,Positive,Negative,0.0035456456
0,Negative,Positive,0.99700636
0,Negative,Positive,0.9756524
0,Negative,Positive,0.99697095
0,Negative,Positive,0.9332818
0,Negative,Positive,0.9931162
0,Negative,Positive,0.9974487
1,Positive,Negative,0.004010981
0,Negative,Positive,0.9700046
0,Negative,Positive,0.98117995
1,Positive,Negative,0.00022112906
0,Negative,Positive,0.9624497
1,Positive,Negative,0.041204587
0,Negative,Positive,0.9860479
1,Positive,Negative,0.06661806
0,Negative,Positive,0.99720246
1,Positive,Negative,0.007703071
0,Negative,Positive,0.9250872
0,Negative,Positive,0.9939951
0,Negative,Positive,0.9960219
0,Negative,Positive,0.95961887
0,Negative,Positive,0.98930925
0,Negative,Positive,0.9962386
1,Positive,Negative,0.0032582327
1,Positive,Negative,0.0058344402
0,Negative,Positive,0.9922709
0,Negative,Positive,0.9970111
0,Negative,Positive,0.96962273
0,Negative,Positive,0.99402463
0,Negative,Positive,0.990701
1,Positive,Negative,0.0038629253
1,Positive,Negative,0.0035989764
1,Positive,Negative,0.00869743
0,Negative,Positive,0.9954834
0,Negative,Positive,0.9962189
1,Positive,Negative,0.008951767
0,Negative,Positive,0.9803863
1,Positive,Negative,0.008273181
1,Positive,Negative,0.0031165353
1,Positive,Negative,0.036805253
0,Negative,Positive,0.98478174
1,Positive,Negative,0.18188097
0,Negative,Positive,0.884999
1,Positive,Negative,0.0047667352
0,Negative,Positive,0.99593556
1,Positive,Negative,0.43341127
1,Positive,Negative,0.30520383
1,Positive,Negative,0.01640851
1,Positive,Negative,0.007048158
1,Positive,Negative,0.13160837
1,Positive,Negative,0.0050289957
1,Positive,Negative,0.0034142465
0,Negative,Positive,0.9660201
1,Positive,Negative,0.0042855158
1,Positive,Negative,0.003319328
0,Negative,Positive,0.97765934
0,Negative,Positive,0.99634606
1,Positive,Negative,0.016215367
1,Positive,Negative,0.004231013
0,Negative,Positive,0.99431056
1,Positive,Negative,0.0032560886
1,Positive,Negative,0.18673314
1,Positive,Negative,0.041805904
0,Negative,Positive,0.99672145
1,Positive,Negative,0.0047520227
1,Positive,Negative,0.00835318
0,Negative,Positive,0.55991405
1,Positive,Negative,0.06359747
0,Negative,Positive,0.997223
0,Negative,Positive,0.98099965
0,Negative,Positive,0.9870019
0,Negative,Positive,0.93026894
1,Positive,Negative,0.0034429117
1,Positive,Negative,0.009293571
0,Negative,Positive,0.92535865
1,Positive,Negative,0.0031184955
1,Positive,Negative,0.0047305683
1,Positive,Negative,0.0037180397
0,Negative,Positive,0.99699044
1,Positive,Negative,0.0032951506
1,Positive,Negative,0.015886862
1,Positive,Negative,0.0041596736
0,Negative,Positive,0.7202802
0,Negative,Positive,0.9771405
0,Negative,Positive,0.98830056
1,Positive,Negative,0.0031923219
1,Positive,Negative,0.0071889446
0,Negative,Positive,0.9951327
0,Negative,Positive,0.99550706
1,Positive,Negative,0.0035479139
0,Negative,Positive,0.99197626
0,Negative,Positive,0.99967164
1,Positive,Negative,0.32333693
1,Positive,Negative,0.024742844
0,Negative,Positive,0.9955523
1,Positive,Negative,0.003782395
1,Positive,Negative,0.3550579
0,Negative,Positive,0.9926064
0,Negative,Positive,0.9933503
0,Negative,Positive,0.99224514
0,Negative,Positive,0.99705887
1,Positive,Negative,0.0005868907
1,Positive,Negative,0.000104344006
0,Negative,Positive,0.9960036
1,Positive,Negative,0.02951861
0,Negative,Positive,0.9871489
1,Positive,Negative,0.0034176377
1,Positive,Negative,0.011783701
1,Positive,Negative,0.0026387458
0,Negative,Positive,0.98613954
0,Negative,Positive,0.99214214
1,Positive,Negative,0.004367584
0,Negative,Positive,0.99170315
1,Positive,Negative,0.010532532
1,Positive,Negative,0.0055960696
1,Positive,Negative,0.043748472
0,Negative,Positive,0.99626607
1,Positive,Negative,0.013345178
1,Positive,Negative,0.08418895
1,Positive,Negative,0.0056368224
0,Negative,Positive,0.99975127
1,Positive,Negative,0.076430224
1,Positive,Negative,0.0067423945
0,Negative,Positive,0.9942627
1,Positive,Negative,0.0041581094
0,Negative,Positive,0.9399453
0,Negative,Positive,0.90158015
1,Positive,Negative,0.46702346
1,Positive,Negative,0.02036466
0,Negative,Positive,0.99700105
0,Negative,Positive,0.99706787
0,Negative,Positive,0.99783766
0,Negative,Positive,0.9967078
0,Negative,Positive,0.99570096
1,Positive,Negative,0.265829
1,Positive,Negative,0.0030755403
1,Positive,Negative,0.0030811469
0,Negative,Positive,0.9212552
1,Positive,Negative,0.08605435
1,Positive,Negative,0.14769752
1,Positive,Negative,0.0017207867
1,Positive,Negative,0.0056268107
1,Positive,Negative,0.0004927179
1,Positive,Negative,0.004414514
0,Negative,Positive,0.99535364
0,Negative,Positive,0.66120774
1,Positive,Negative,0.0041603567
0,Negative,Positive,0.9299699
0,Negative,Positive,0.9719241
0,Negative,Positive,0.6286761
1,Positive,Negative,0.0031957724
0,Negative,Positive,0.9885092
1,Positive,Negative,0.11474448
0,Negative,Positive,0.9997684
1,Positive,Negative,0.0038904257
1,Positive,Negative,0.005560662
0,Negative,Positive,0.9568052
1,Positive,Negative,0.0062143127
1,Positive,Negative,0.0035210722
0,Negative,Positive,0.9948377
1,Positive,Negative,0.00022054369
1,Positive,Negative,0.07264788
0,Negative,Positive,0.86271584
1,Positive,Negative,0.038894262
0,Negative,Positive,0.9902528
1,Positive,Negative,0.00592348
1,Positive,Negative,0.004328607
1,Positive,Negative,0.0033452765
1,Positive,Negative,0.0038501718
0,Negative,Positive,0.97621006
1,Positive,Negative,0.005519205
0,Negative,Positive,0.9730104
1,Positive,Negative,0.015809234
0,Negative,Positive,0.99419683
1,Positive,Negative,0.010647389
0,Negative,Positive,0.99504095
1,Positive,Negative,0.24733625
0,Negative,Positive,0.8521945
1,Positive,Negative,0.025360897
1,Positive,Negative,0.005100684
1,Positive,Negative,0.25647756
1,Positive,Negative,0.15621537
1,Positive,Negative,0.0036775721
1,Positive,Negative,0.006881592
1,Positive,Negative,0.010619964
0,Negative,Positive,0.99612284
0,Negative,Positive,0.99609184
0,Negative,Positive,0.9998185
1,Positive,Negative,0.0047449023
0,Negative,Positive,0.9958204
1,Positive,Negative,0.14210027
1,Positive,Negative,0.003330544
1,Positive,Negative,0.009052389
1,Positive,Negative,0.37277174
0,Negative,Positive,0.98692757
1,Positive,Negative,0.11796161
0,Negative,Positive,0.8833301
0,Negative,Positive,0.98741615
1,Positive,Negative,0.0030673186
0,Negative,Positive,0.9938148
0,Negative,Positive,0.6869488
1,Positive,Negative,0.071742795
1,Positive,Negative,0.004078947
0,Negative,Positive,0.90626836
0,Negative,Positive,0.5788688
1,Positive,Negative,0.16768552
0,Negative,Positive,0.97015154
1,Positive,Negative,0.017965116
1,Positive,Negative,0.004421924
1,Positive,Negative,0.0040295944
0,Negative,Positive,0.7388804
0,Negative,Positive,0.6554817
1,Positive,Negative,0.024732677
0,Negative,Positive,0.79167473
1,Positive,Negative,0.02672552
1,Positive,Negative,0.04919702
1,Positive,Negative,0.003849493
1,Positive,Negative,0.025106149
1,Positive,Negative,0.07421682
1,Positive,Negative,0.0037467128
1,Positive,Negative,0.15273632
1,Positive,Negative,0.45114264
1,Positive,Negative,0.00016993895
1,Positive,Negative,0.00057282747
1,Positive,Negative,0.009712122
1,Positive,Negative,0.13697167
0,Negative,Positive,0.9909159
1,Positive,Negative,0.10985559
0,Negative,Positive,0.96612453
1,Positive,Negative,0.060940646
0,Negative,Positive,0.9945568
0,Negative,Positive,0.546077
0,Negative,Positive,0.99119854
0,Negative,Positive,0.9968067
1,Positive,Negative,0.006180457
1,Positive,Negative,0.108231425
1,Positive,Negative,0.0052461512
1,Positive,Negative,0.13479282
1,Positive,Negative,0.07168271
0,Negative,Positive,0.99625564
0,Negative,Positive,0.9970644
0,Negative,Positive,0.99607104
1,Positive,Negative,0.005367958
0,Negative,Positive,0.99238014
0,Negative,Positive,0.99943835
1,Positive,Negative,0.060196258
0,Negative,Positive,0.9930893
0,Negative,Positive,0.99643296
1,Positive,Negative,0.00093385513
0,Negative,Positive,0.9958924
1,Positive,Negative,0.27889827
1,Positive,Negative,0.38388106
0,Negative,Positive,0.89173424
1,Positive,Negative,0.052299786
0,Negative,Positive,0.9969161
1,Positive,Negative,0.034073506
0,Negative,Positive,0.853532
0,Negative,Positive,0.81818646
0,Negative,Positive,0.9958124
1,Positive,Negative,0.00031740314
1,Positive,Negative,0.00017385498
0,Negative,Positive,0.99332935
0,Negative,Positive,0.9930779
1,Positive,Negative,0.0056283046
0,Negative,Positive,0.83447963
1,Positive,Negative,0.11149011
1,Positive,Negative,0.3085242
1,Positive,Negative,0.005843588
0,Negative,Positive,0.94230825
1,Positive,Negative,0.0035075997
1,Positive,Negative,0.06339975
0,Negative,Positive,0.9969004
1,Positive,Negative,0.05709742
1,Positive,Negative,0.0034106516
1,Positive,Negative,0.011178519
1,Positive,Negative,0.0051035713
1,Positive,Negative,0.0033972804
0,Negative,Positive,0.9817892
0,Negative,Positive,0.99688065
1,Positive,Negative,0.11498378
0,Negative,Positive,0.96899444
0,Negative,Positive,0.99866396
0,Negative,Positive,0.99561787
1,Positive,Negative,0.0041227117
1,Positive,Negative,0.014163935
1,Positive,Negative,0.1078168
0,Negative,Positive,0.9967184
1,Positive,Negative,0.003333182
0,Negative,Positive,0.99511456
1,Positive,Negative,0.0031499532
0,Negative,Positive,0.9929226
0,Negative,Positive,0.97909284
1,Positive,Negative,0.30556244
0,Negative,Positive,0.99446446
0,Negative,Positive,0.5332295
1,Positive,Negative,0.07246229
0,Negative,Positive,0.98865956
1,Positive,Negative,0.4458076
0,Negative,Positive,0.9873555
0,Negative,Positive,0.9965292
1,Positive,Negative,0.13036117
1,Positive,Negative,0.010726722
1,Positive,Negative,0.003644224
0,Negative,Positive,0.88000596
1,Positive,Negative,0.0036350784
1,Positive,Negative,0.077257626
1,Positive,Negative,0.13564032
1,Positive,Negative,0.027501363
1,Positive,Negative,0.009954085
0,Negative,Positive,0.6507878
1,Positive,Negative,0.40385
1,Positive,Negative,0.008884023
0,Negative,Positive,0.8947444
0,Negative,Positive,0.99712884
0,Negative,Positive,0.7165494
0,Negative,Positive,0.99660045
0,Negative,Positive,0.99138707
1,Positive,Negative,0.012414584
1,Positive,Negative,0.0046302555
1,Positive,Negative,0.021264853
0,Negative,Positive,0.94449645
1,Positive,Negative,9.327765e-05
1,Positive,Negative,0.003697275
0,Negative,Positive,0.9927471
0,Negative,Positive,0.56387746
1,Positive,Negative,0.013858277
1,Positive,Negative,0.00974534
1,Positive,Negative,0.017332282
1,Positive,Negative,0.00030264942
1,Positive,Negative,0.019785777
1,Positive,Negative,0.0044558016
0,Negative,Positive,0.9966822
1,Positive,Negative,9.2758855e-05
0,Negative,Positive,0.7001689
1,Positive,Negative,0.0034319754
0,Negative,Positive,0.99412817
0,Negative,Positive,0.9855586
1,Positive,Negative,0.35109454
1,Positive,Negative,0.0036229452
1,Positive,Negative,0.14151582
0,Negative,Positive,0.9968762
0,Negative,Positive,0.77325827
0,Negative,Positive,0.99798936
0,Negative,Positive,0.9952602
0,Negative,Positive,0.86230946
0,Negative,Positive,0.9880595
1,Positive,Negative,0.0034983235
1,Positive,Negative,0.07911371
1,Positive,Negative,0.016124655
0,Negative,Positive,0.76596886
1,Positive,Negative,0.003655888
1,Positive,Negative,0.0034277218
1,Positive,Negative,0.011469087
0,Negative,Positive,0.9970211
1,Positive,Negative,0.0031967221
0,Negative,Positive,0.5905632
1,Positive,Negative,0.0033487803
1,Positive,Negative,0.022583282
0,Negative,Positive,0.99745643
0,Negative,Positive,0.9829149
0,Negative,Positive,0.95952886
0,Negative,Positive,0.99280244
0,Negative,Positive,0.99938226
0,Negative,Positive,0.9810306
0,Negative,Positive,0.58243555
0,Negative,Positive,0.7741746
1,Positive,Negative,0.00034306702
1,Positive,Negative,0.0138916215
0,Negative,Positive,0.9945039
1,Positive,Negative,0.005566251
1,Positive,Negative,0.025050925
0,Negative,Positive,0.9998483
0,Negative,Positive,0.99473697
1,Positive,Negative,0.030987281
1,Positive,Negative,0.0001324704
0,Negative,Positive,0.9958441
0,Negative,Positive,0.9995914
1,Positive,Negative,0.09849759
0,Negative,Positive,0.9565332
1,Positive,Negative,0.0033728147
1,Positive,Negative,0.00092886674
1,Positive,Negative,0.10846939
0,Negative,Positive,0.70734525
1,Positive,Negative,0.0030455098
1,Positive,Negative,0.0038162791
1,Positive,Negative,0.024718186
0,Negative,Positive,0.98843193
0,Negative,Positive,0.9876374
1,Positive,Negative,0.006274822
1,Positive,Negative,0.078801356
1,Positive,Negative,0.01101468
1,Positive,Negative,0.0037178139
1,Positive,Negative,0.07579296
0,Negative,Positive,0.95268613
0,Negative,Positive,0.8062564
1,Positive,Negative,0.2951228
0,Negative,Positive,0.97882223
0,Negative,Positive,0.9858824
0,Negative,Positive,0.80491436
0,Negative,Positive,0.9870368
0,Negative,Positive,0.9803278
0,Negative,Positive,0.65457314
1,Positive,Negative,0.0053033247
1,Positive,Negative,0.27705562
0,Negative,Positive,0.62614524
0,Negative,Positive,0.6452087
1,Positive,Negative,0.0032887766
1,Positive,Negative,0.0039882455
0,Negative,Positive,0.9637748
0,Negative,Positive,0.9948877
0,Negative,Positive,0.9781891
1,Positive,Negative,0.004600241
0,Negative,Positive,0.9856295
1,Positive,Negative,0.0025190325
0,Negative,Positive,0.641616
0,Negative,Positive,0.99483216
0,Negative,Positive,0.9872199
1,Positive,Negative,0.004464284
1,Positive,Negative,0.0032068412
1,Positive,Negative,0.029894933
1,Positive,Negative,0.0052786465
0,Negative,Positive,0.9930757
0,Negative,Positive,0.9969452
0,Negative,Positive,0.940656
1,Positive,Negative,0.2649568
1,Positive,Negative,0.051328845
0,Negative,Positive,0.99413216
0,Negative,Positive,0.9964529
0,Negative,Positive,0.9962369
1,Positive,Negative,0.10658254
1,Positive,Negative,0.1298969
1,Positive,Negative,0.0044757524
0,Negative,Positive,0.9970636
1,Positive,Negative,0.0038317828
1,Positive,Negative,0.399263
0,Negative,Positive,0.8193179
0,Negative,Positive,0.99344546
1,Positive,Negative,0.06650504
0,Negative,Positive,0.9995056
0,Negative,Positive,0.99442506
0,Negative,Positive,0.9880388
1,Positive,Negative,0.37191248
1,Positive,Negative,0.011948216
0,Negative,Positive,0.9320374
1,Positive,Negative,0.03819786
1,Positive,Negative,0.0073356126
1,Positive,Negative,0.0037008708
1,Positive,Negative,0.004180566
0,Negative,Positive,0.9967406
1,Positive,Negative,0.26694545
1,Positive,Negative,0.32803306
0,Negative,Positive,0.8361729
0,Negative,Positive,0.5999639
1,Positive,Negative,0.0069938544
0,Negative,Positive,0.6488619
1,Positive,Negative,0.42332968
0,Negative,Positive,0.9997996
1,Positive,Negative,0.01549643
0,Negative,Positive,0.9198096
0,Negative,Positive,0.9226928
0,Negative,Positive,0.9910015
0,Negative,Positive,0.99392635
0,Negative,Positive,0.9969797
1,Positive,Negative,0.4721056
0,Negative,Positive,0.60943365
1,Positive,Negative,0.015747512
1,Positive,Negative,0.0031570971
0,Negative,Positive,0.9791442
0,Negative,Positive,0.89490867
0,Negative,Positive,0.9944564
1,Positive,Negative,0.0030840728
1,Positive,Negative,0.004063753
0,Negative,Positive,0.8760437
1,Positive,Negative,0.23771787
1,Positive,Negative,0.00015101631
0,Negative,Positive,0.9905661
1,Positive,Negative,0.003382254
1,Positive,Negative,0.018527607
1,Positive,Negative,0.0077504
1,Positive,Negative,0.4721766
1,Positive,Negative,0.010883933
1,Positive,Negative,0.0032012835
1,Positive,Negative,0.0060673575
0,Negative,Positive,0.9921599
1,Positive,Negative,0.0033192982
0,Negative,Positive,0.996992
0,Negative,Positive,0.97664315
1,Positive,Negative,0.0032015152
1,Positive,Negative,0.109136485
1,Positive,Negative,0.006150628
0,Negative,Positive,0.99635476
0,Negative,Positive,0.9929647
1,Positive,Negative,0.02919671
1,Positive,Negative,0.235821
0,Negative,Positive,0.9970641
1,Positive,Negative,0.0111448895
0,Negative,Positive,0.98397905
1,Positive,Negative,0.0091277845
1,Positive,Negative,0.0040219147
1,Positive,Negative,0.009265055
1,Positive,Negative,0.035394605
0,Negative,Positive,0.60413224
1,Positive,Negative,0.40213233
0,Negative,Positive,0.8748363
1,Positive,Negative,0.004286921
1,Positive,Negative,0.0387648
1,Positive,Negative,0.03726993
0,Negative,Positive,0.8310342
1,Positive,Negative,0.1215976
0,Negative,Positive,0.7245327
0,Negative,Positive,0.99056244
1,Positive,Negative,0.029685799
0,Negative,Positive,0.9869754
1,Positive,Negative,0.03221982
1,Positive,Negative,0.011800908
1,Positive,Negative,0.010692585
1,Positive,Negative,0.019282568
1,Positive,Negative,0.001940419
0,Negative,Positive,0.9964209
1,Positive,Negative,0.10821265
0,Negative,Positive,0.9998685
0,Negative,Positive,0.96417975
1,Positive,Negative,0.042463776
0,Negative,Positive,0.6422822
1,Positive,Negative,0.14749804
0,Negative,Positive,0.99611384
1,Positive,Negative,0.025947152
0,Negative,Positive,0.9965484
0,Negative,Positive,0.7499916
1,Positive,Negative,0.11490468
1,Positive,Negative,0.0012034961
0,Negative,Positive,0.98368776
1,Positive,Negative,0.004537238
1,Positive,Negative,0.4766359
1,Positive,Negative,0.0072581703
0,Negative,Positive,0.996567
1,Positive,Negative,0.003100392
0,Negative,Positive,0.99336004
0,Negative,Positive,0.9963745
1,Positive,Negative,0.0031183504
0,Negative,Positive,0.9868949
1,Positive,Negative,0.0055769067
0,Negative,Positive,0.9970672
0,Negative,Positive,0.9654121
1,Positive,Negative,0.3015883
0,Negative,Positive,0.80712914
0,Negative,Positive,0.7985203
0,Negative,Positive,0.99817145
0,Negative,Positive,0.99459445
0,Negative,Positive,0.9966771
1,Positive,Negative,0.0031138118
1,Positive,Negative,0.0073824935
1,Positive,Negative,0.011877389
1,Positive,Negative,0.0050501246
0,Negative,Positive,0.99846053
0,Negative,Positive,0.99509317
0,Negative,Positive,0.9919603
1,Positive,Negative,0.0051715854
0,Negative,Positive,0.7030168
0,Negative,Positive,0.9977973
1,Positive,Negative,0.0027848505
1,Positive,Negative,0.00735442
1,Positive,Negative,0.025580313
1,Positive,Negative,0.0033753829
1,Positive,Negative,0.02521068
1,Positive,Negative,0.0065536057
1,Positive,Negative,0.0013959798
1,Positive,Negative,0.00427579
0,Negative,Positive,0.98064244
1,Positive,Negative,0.0076916926
1,Positive,Negative,0.30207247
1,Positive,Negative,0.008303902
1,Positive,Negative,0.30411246
0,Negative,Positive,0.9943926
1,Positive,Negative,0.006990008
1,Positive,Negative,0.4859983
0,Negative,Positive,0.99287313
1,Positive,Negative,0.044496275
0,Negative,Positive,0.9883294
1,Positive,Negative,0.00040087738
0,Negative,Positive,0.9960369
0,Negative,Positive,0.75307405
1,Positive,Negative,0.39513487
1,Positive,Negative,0.0077644796
1,Positive,Negative,0.09212975
1,Positive,Negative,0.112447806
1,Positive,Negative,0.004125134
0,Negative,Positive,0.9968809
0,Negative,Positive,0.9953449
1,Positive,Negative,0.005184479
0,Negative,Positive,0.9959617
1,Positive,Negative,0.2812333
1,Positive,Negative,0.10406428
0,Negative,Positive,0.97211635
0,Negative,Positive,0.995858
0,Negative,Positive,0.98489827
1,Positive,Negative,0.005610267
1,Positive,Negative,0.004581747
0,Negative,Positive,0.92369735
1,Positive,Negative,0.0034061065
1,Positive,Negative,0.44058183
1,Positive,Negative,0.010596041
0,Negative,Positive,0.97787905
0,Negative,Positive,0.9949469
1,Positive,Negative,0.012086329
1,Positive,Negative,0.49614838
0,Negative,Positive,0.99702793
